exam_id,base_row_number,base_row_fingerprint,source_item,condition_or_syndrome,diagnostic_target,bedside_question_label,bedside_question_options,when_to_use_structured,result_changes_management,management_link,evidence_source_primary,source_citation,LR_plus,LR_minus,evidence_tier,difficulty,time_burden_minutes,equipment_needed,patient_cooperation_required,care_setting,limitations,retrieval_tags
EXAM-101-femoral-pulses,101,917bc782,Cardiopulmonary 16,DKA_HHS; hypoglycemia; adrenal_insufficiency; inpatient_diabetes; volume_overload; AKI,"Volume status, perfusion, and heart-failure trajectory","Have you noticed more swelling, shortness of breath lying flat, dizziness, or chest discomfort?",No / Swelling / Orthopnea / Dizziness / Chest discomfort / Other ___,AKI; DKA_HHS; adrenal_insufficiency; cardiopulmonary; diagnostic_safety; heart_failure; hypoglycemia; hypovolemia; inpatient_bedside; inpatient_diabetes,"A management-relevant Femoral pulses finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.","A management-relevant Femoral pulses finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.",JAMA_RCE,JAMA_RCE; SM25; AHRQ_CALIBRATE_DX,,,A,easy,1,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",AKI; DKA_HHS; adrenal_insufficiency; cardiopulmonary; diagnostic_safety; heart_failure; hypoglycemia; hypovolemia; inpatient_bedside; inpatient_diabetes; perfusion; shock; volume_overload
EXAM-102-posterior-tibial-pulses,102,9fbf6aa5,Cardiopulmonary 17,DKA_HHS; hypoglycemia; adrenal_insufficiency; inpatient_diabetes; volume_overload; AKI,"Volume status, perfusion, and heart-failure trajectory","Have you noticed more swelling, shortness of breath lying flat, dizziness, or chest discomfort?",No / Swelling / Orthopnea / Dizziness / Chest discomfort / Other ___,AKI; DKA_HHS; adrenal_insufficiency; cardiopulmonary; diagnostic_safety; heart_failure; hypoglycemia; hypovolemia; inpatient_bedside; inpatient_diabetes,"A management-relevant Posterior tibial pulses finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.","A management-relevant Posterior tibial pulses finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.",JAMA_RCE,JAMA_RCE; SM25; AHRQ_CALIBRATE_DX,,,A,easy,1,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",AKI; DKA_HHS; adrenal_insufficiency; cardiopulmonary; diagnostic_safety; heart_failure; hypoglycemia; hypovolemia; inpatient_bedside; inpatient_diabetes; perfusion; shock; volume_overload
EXAM-103-dorsalis-pedis-pulses,103,09ffc974,Cardiopulmonary 18,DKA_HHS; hypoglycemia; adrenal_insufficiency; inpatient_diabetes; volume_overload; AKI,"Volume status, perfusion, and heart-failure trajectory","Have you noticed more swelling, shortness of breath lying flat, dizziness, or chest discomfort?",No / Swelling / Orthopnea / Dizziness / Chest discomfort / Other ___,AKI; DKA_HHS; adrenal_insufficiency; cardiopulmonary; diagnostic_safety; heart_failure; hypoglycemia; hypovolemia; inpatient_bedside; inpatient_diabetes,"A management-relevant Dorsalis pedis pulses finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.","A management-relevant Dorsalis pedis pulses finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.",JAMA_RCE,JAMA_RCE; SM25; AHRQ_CALIBRATE_DX,,,A,easy,1,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",AKI; DKA_HHS; adrenal_insufficiency; cardiopulmonary; diagnostic_safety; heart_failure; hypoglycemia; hypovolemia; inpatient_bedside; inpatient_diabetes; perfusion; shock; volume_overload
EXAM-104-lower-extremity-edema,104,a00221c5,Cardiopulmonary 19,DKA_HHS; adrenal_insufficiency; hypercalcemia; volume_overload; AKI; abdominal_pain,"Volume status, perfusion, and heart-failure trajectory","Have you noticed more swelling, shortness of breath lying flat, dizziness, or chest discomfort?",No / Swelling / Orthopnea / Dizziness / Chest discomfort / Other ___,AKI; DKA_HHS; abdominal_pain; adrenal_insufficiency; cardiopulmonary; diagnostic_safety; flank_pain; heart_failure; hypercalcemia; hypovolemia,"New or worse edema supports volume overload and may change diuretic intensity, renal perfusion framing, or discharge readiness.","New or worse edema supports volume overload and may change diuretic intensity, renal perfusion framing, or discharge readiness.",JAMA_RCE,JAMA_RCE; SM25; AHRQ_CALIBRATE_DX,,,A,easy,1,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",AKI; DKA_HHS; abdominal_pain; adrenal_insufficiency; cardiopulmonary; diagnostic_safety; flank_pain; heart_failure; hypercalcemia; hypovolemia; infection; inpatient_bedside; perfusion; shock; volume_overload
EXAM-105-cardiac-exam-setup,105,ea5bca58,Cardiopulmonary 20,volume_overload,"Volume status, perfusion, and heart-failure trajectory","Has this problem changed since yesterday, and is there any new symptom you want the team to know?",Better / Same / Worse / New symptom ___ / Other ___,cardiopulmonary; diagnostic_safety; heart_failure; inpatient_bedside; perfusion; shock; volume_overload,"A management-relevant Cardiac exam setup finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.","A management-relevant Cardiac exam setup finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.",AHRQ_CALIBRATE_DX,AHRQ_CALIBRATE_DX; SM25,,,C,easy,1,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",cardiopulmonary; diagnostic_safety; heart_failure; inpatient_bedside; perfusion; shock; volume_overload
EXAM-106-apical-impulse-inspection,106,3d84ab54,Cardiopulmonary 21,DKA_HHS; hypoglycemia; adrenal_insufficiency; inpatient_diabetes; volume_overload; AKI,"Volume status, perfusion, and heart-failure trajectory","Have you noticed more swelling, shortness of breath lying flat, dizziness, or chest discomfort?",No / Swelling / Orthopnea / Dizziness / Chest discomfort / Other ___,AKI; DKA_HHS; adrenal_insufficiency; cardiopulmonary; diagnostic_safety; heart_failure; hypoglycemia; hypovolemia; inpatient_bedside; inpatient_diabetes,"A management-relevant Apical impulse inspection finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.","A management-relevant Apical impulse inspection finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.",JAMA_RCE,JAMA_RCE; SM25; AHRQ_CALIBRATE_DX,,,A,easy,1,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",AKI; DKA_HHS; adrenal_insufficiency; cardiopulmonary; diagnostic_safety; heart_failure; hypoglycemia; hypovolemia; inpatient_bedside; inpatient_diabetes; perfusion; shock; volume_overload
EXAM-107-pmi,107,ffa9470c,Cardiopulmonary 22,volume_overload,"Volume status, perfusion, and heart-failure trajectory","Have you noticed more swelling, shortness of breath lying flat, dizziness, or chest discomfort?",No / Swelling / Orthopnea / Dizziness / Chest discomfort / Other ___,cardiopulmonary; diagnostic_safety; heart_failure; inpatient_bedside; perfusion; shock; volume_overload,"New rhythm, murmur, displaced impulse, or extra sound can change telemetry, ECG/echo need, volume strategy, or escalation.","New rhythm, murmur, displaced impulse, or extra sound can change telemetry, ECG/echo need, volume strategy, or escalation.",JAMA_RCE,JAMA_RCE; SM25; AHRQ_CALIBRATE_DX,,,A,easy,1,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",cardiopulmonary; diagnostic_safety; heart_failure; inpatient_bedside; perfusion; shock; volume_overload
EXAM-108-heart-sounds,108,8115791c,Cardiopulmonary 23,volume_overload,"Volume status, perfusion, and heart-failure trajectory","Have you noticed more swelling, shortness of breath lying flat, dizziness, or chest discomfort?",No / Swelling / Orthopnea / Dizziness / Chest discomfort / Other ___,cardiopulmonary; diagnostic_safety; heart_failure; inpatient_bedside; perfusion; shock; volume_overload,"New rhythm, murmur, displaced impulse, or extra sound can change telemetry, ECG/echo need, volume strategy, or escalation.","New rhythm, murmur, displaced impulse, or extra sound can change telemetry, ECG/echo need, volume strategy, or escalation.",JAMA_RCE,JAMA_RCE; SM25; AHRQ_CALIBRATE_DX,,,A,easy,1,stethoscope,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",cardiopulmonary; diagnostic_safety; heart_failure; inpatient_bedside; perfusion; shock; volume_overload
EXAM-109-aortic-area,109,f4e4bcfa,Cardiopulmonary 23,volume_overload,"Volume status, perfusion, and heart-failure trajectory","Has this problem changed since yesterday, and is there any new symptom you want the team to know?",Better / Same / Worse / New symptom ___ / Other ___,cardiopulmonary; diagnostic_safety; heart_failure; inpatient_bedside; perfusion; shock; volume_overload,"New rhythm, murmur, displaced impulse, or extra sound can change telemetry, ECG/echo need, volume strategy, or escalation.","New rhythm, murmur, displaced impulse, or extra sound can change telemetry, ECG/echo need, volume strategy, or escalation.",AHRQ_CALIBRATE_DX,AHRQ_CALIBRATE_DX; SM25,,,C,easy,1,stethoscope,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",cardiopulmonary; diagnostic_safety; heart_failure; inpatient_bedside; perfusion; shock; volume_overload
EXAM-110-pulmonic-area,110,ea6813be,Cardiopulmonary 23,volume_overload,"Volume status, perfusion, and heart-failure trajectory","Has this problem changed since yesterday, and is there any new symptom you want the team to know?",Better / Same / Worse / New symptom ___ / Other ___,cardiopulmonary; diagnostic_safety; heart_failure; inpatient_bedside; perfusion; shock; volume_overload,"New rhythm, murmur, displaced impulse, or extra sound can change telemetry, ECG/echo need, volume strategy, or escalation.","New rhythm, murmur, displaced impulse, or extra sound can change telemetry, ECG/echo need, volume strategy, or escalation.",AHRQ_CALIBRATE_DX,AHRQ_CALIBRATE_DX; SM25,,,C,easy,1,stethoscope,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",cardiopulmonary; diagnostic_safety; heart_failure; inpatient_bedside; perfusion; shock; volume_overload
EXAM-111-tricuspid-area,111,f9482612,Cardiopulmonary 23,volume_overload,"Volume status, perfusion, and heart-failure trajectory","Has this problem changed since yesterday, and is there any new symptom you want the team to know?",Better / Same / Worse / New symptom ___ / Other ___,cardiopulmonary; diagnostic_safety; heart_failure; inpatient_bedside; perfusion; shock; volume_overload,"New rhythm, murmur, displaced impulse, or extra sound can change telemetry, ECG/echo need, volume strategy, or escalation.","New rhythm, murmur, displaced impulse, or extra sound can change telemetry, ECG/echo need, volume strategy, or escalation.",AHRQ_CALIBRATE_DX,AHRQ_CALIBRATE_DX; SM25,,,C,easy,1,stethoscope,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",cardiopulmonary; diagnostic_safety; heart_failure; inpatient_bedside; perfusion; shock; volume_overload
EXAM-112-mitral-area,112,ef66e43e,Cardiopulmonary 23,volume_overload,"Volume status, perfusion, and heart-failure trajectory","Has this problem changed since yesterday, and is there any new symptom you want the team to know?",Better / Same / Worse / New symptom ___ / Other ___,cardiopulmonary; diagnostic_safety; heart_failure; inpatient_bedside; perfusion; shock; volume_overload,"New rhythm, murmur, displaced impulse, or extra sound can change telemetry, ECG/echo need, volume strategy, or escalation.","New rhythm, murmur, displaced impulse, or extra sound can change telemetry, ECG/echo need, volume strategy, or escalation.",AHRQ_CALIBRATE_DX,AHRQ_CALIBRATE_DX; SM25,,,C,easy,1,stethoscope,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",cardiopulmonary; diagnostic_safety; heart_failure; inpatient_bedside; perfusion; shock; volume_overload
